table_name	database_field_name	field_type	rtknet_field_name	description	percent_blank
rmp_process	program_level	smallint(6)	Program Level	A program level from 1-3 that reflects the process potential for public impacts and the level of effort needed to prevent accidents.  Processes with program level 1 have no public receptors in the worst-case circle.	0
rmp_process	cbi_flag	char(1)	Confidential Business Information	Indicates whether this record contained Confidential Business Information (CBI) which has been erased by EPA from the public version of the data.	0
rmp_process	num_proc_chem	int(11)	Number of Process Chemical Records	The number of chemical records associated with this process.	0
rmp_process	num_proc_naics	int(11)	Number of NAICS Codes	The number of NAICS code records associated with this process.	0.00087346924514788
rmp_process	num_chem_real	smallint(6)	Number of Process Chemicals	The number of chemical records associated with this process that have actual chemical identities.	36.186083887986
rmp_process	num_chem_fake	smallint(6)	Number of Fake Chemical Records	The number of chemical records associated with this process that have no chemical identity.  These are used by EPA to avoid releasing to the public the chemicals involved in worst and alternate case scenarios.	0
rmp_process	num_worst_tox	smallint(6)	Number of Toxic Worst-Case Scenarios	The number of toxic worst-case scenario records for this process.	36.520622608878
rmp_process	num_alt_tox	smallint(6)	Number of Toxic Alternate Scenarios	The number of toxic alternate scenario records for this process.	31.358419370054
rmp_process	num_worst_flam	smallint(6)	Number of Flammable Worst-Case Scenarios	The number of flammable worst-case scenario records for this process.	84.663626993694
rmp_process	num_alt_flam	smallint(6)	Number of Flammable Alternate Scenarios	The number of flammable alternate scenario records for this process.	89.18994462205
rmp_process	num_prev_2	smallint(6)	Number of Prevention Program 2 Records	The number of prevention program 2 records for this process.	67.562846112188
rmp_process	num_prev_3	smallint(6)	Number of Prevention Program 3 Records	The number of prevention program 3 records for this process.	40.251209754905
rmp_process	toxic_tot	double	Toxic Amount Total (lbs)	The total amount of all toxic chemicals held in this process.	24.107751166081
rmp_process	flam_tot	double	Flammable Amount Total (lbs)	The total amount of all flammable chemicals held in this process.	72.017539262443
rmp_process	quantity_tot	double	Process Amount Total (lbs)	The total amount of both toxic and flammable chemicals held in this process.	0.13626120224307
rmp_process	chem_tox_yn	char(1)			
rmp_process	chem_flam_yn	char(1)			
rmp_registration	rmp_id	bigint(20)	RMP ID	The unique ID for each RMP submission.	0
rmp_registration	facility_name	varchar(250)	Facility Name	The name of the facility.	0
rmp_registration	street_1	varchar(35)	Street Address Line 1	The first line of the street address of the physical location of the facility.	0
rmp_registration	street_2	varchar(35)	Street Address Line 2	The second line of the street address of the physical location of the facility.	90.015930669725
rmp_registration	city	varchar(19)	City	The city in which the facility is physically located.	0
rmp_registration	state	char(2)	State	The postal abbreviation for the U.S. state in which the facility is physically located.	0
rmp_registration	zip	char(5)	Zip Code	The Zip code within the address for the physical location of the facility.	0
rmp_registration	zip_ext	char(4)	Zip Code Extension	The extension (to 9 digits) of the Zip code within the address of the physical location of the facility.	80.64614796406
rmp_registration	county_fips	char(5)	County FIPS Code	The FIPS code for the county in which the facility is located.	0
rmp_registration	lepc	varchar(30)	LEPC Name	Name of the Local Emergency Planning Committee within whose district the facility is located. (optional)	8.3081628751673
rmp_registration	latitude_dec	char(10)	Latitude	The latitude of the facility in decimal degrees.	0
rmp_registration	longitude_dec	char(11)	Longitude	The longitude of the facility in decimal degrees.	0
rmp_registration	valid_latlong	char(1)	Valid Lat/Long	Whether lat/long appears to be valid.	0
rmp_registration	latlong_meth	char(2)	Lat/Long Method	Method used to determine lat/long coordinates.	0.070094946791563
rmp_registration	latlong_desc	char(2)	Lat/Long Location Type	The location which the lat/long coordinates represent: i.e., center of facility, plant entrance, etc.	0.084113936149876
rmp_registration	facility_url	varchar(100)	Facility URL	The URL for the home page of the facility or parent company. (optional)	64.065506913911
rmp_registration	facility_phone	varchar(10)	Facility Phone	The phone number of a public contact for the facility. (optional)	61.042503026827
rmp_registration	facility_email	varchar(100)	Facility Email	The Email address of a public contact for the facility or parent company. (optional)	74.542789778882
rmp_registration	facility_duns	char(9)	Facility Dun and Bradstreet Number	The DUNS number that identifies the facility.	0
rmp_registration	parent	varchar(250)	Parent Company	The parent company that owns at least 50% of the voting stock of the company that owns the facility.	27.003122411266
rmp_registration	parent_2	varchar(50)	Second Parent Company	If the facility is owned by a 50/50 joint venture, the name of the second parent company.	87.786911361754
rmp_registration	parent_duns	char(9)	Parent Dun and Bradstreet Number	The DUNS number of the parent company.	0
rmp_registration	parent2_duns	char(9)	Second Parent Dun and Bradstreet Number	If the facility is owned by a 50/50 joint venture, the DUNS number of the second parent.	0
rmp_registration	operator_name	varchar(250)	Owner or Operator Name	The name of the owner or operator of the facility.	0.0012744535780284
rmp_registration	operator_phone	varchar(10)	Owner or Operator Phone	The phone number of the owner or operator of the facility.	0.028037978716625
rmp_registration	op_street_1	varchar(35)	Owner or Operator Address Line 1	The first line of the mailing address of the owner or operator.	0.0025489071560568
rmp_registration	op_street_2	varchar(35)	Owner or Operator Address Line 2	The second line of the mailing address of the owner or operator.	79.850888931371
rmp_registration	operator_city	varchar(19)	Owner or Operator City	The city in the mailing address of the owner or operator.	0.0012744535780284
rmp_registration	operator_state	char(2)	Owner or Operator State	The postal abbreviation for the state in the mailing address of the owner or operator.	0.46899891671446
rmp_registration	operator_zip	char(5)	Owner or Operator Zip	The 5-digit Zip code in the mailing address of the owner or operator.	0.47409673102657
rmp_registration	operator_zip_ext	char(4)	Owner or Operator Zip Extension	The 4-digit Zip code extension in the mailing address of the owner or operator.	69.377429427133
rmp_registration	rmp_contact	varchar(35)	RMP Contact	The name of the person responsible for RMP (part 68) implementation.	2.2838208118269
rmp_registration	rmp_contact_title	varchar(250)	RMP Contact Title	The title of the person responsible for RMP (part 68) implementation.	0.0063722678901421
rmp_registration	em_contact_name	varchar(250)	Emergency Contact Name	The name of the emergency contact person for the facility.	0.0089211750461989
rmp_registration	em_contact_title	varchar(35)	Emergency Contact Title	The title of the emergency contact person for the facility.	0.021665710826483
rmp_registration	em_contact_phone	varchar(10)	Emergency Contact Phone	The phone number of the emergency contact person for the facility.	0.012744535780284
rmp_registration	phone_24hour	varchar(10)	Emergency Contact 24-hour Phone	The 24-hour phone number of the emergency contact for the facility.	0.038233607340853
rmp_registration	phone_24hour_ext	varchar(10)	Emergency Contact 24-hour Phone Extension	The extension to the 24-hour emergency contact phone number.	91.076276046645
rmp_registration	num_fte	int(11)	Number of Full Time Employees	The number of full-time equivalent employees working at the site (part-time employees add fractions).	5.8586630981966
rmp_registration	other_facility_id	char(15)	Other Facility ID	Contains, in order of preference, either the TRI Facility ID, the RCRIS Handler ID, or the CERCLIS Site ID.	67.800930351112
rmp_registration	facility_id	char(12)	Facility ID	A unique ID for each facility.	0
rmp_registration	osha_psm_yn	char(1)	Covered by OSHA PSM Standard	Indicates whether any process at the facility is covered by OSHA's Process Safety Management (PSM) of Highly Hazardous Chemicals Standard (29 CFR 1910.110).	0
rmp_registration	epcra_302_yn	char(1)	Covered by EPCRA Section 302	Indicates whether facility has on-site more than a threshold planning quantity of a substance that is an extremely hazardous substance (EHS) defined in 40 CFR 355.	0
rmp_registration	caa_title_v_yn	char(1)	Covered by CAA Title V	Indicates whether the facility is covered by Title V of the Clean Air Act.	0
rmp_registration	caa_permit_id	varchar(15)	CAA Title V Air Operating Permit ID	ID for the facility under Title V of the Clean Air Act.	82.831835850379
rmp_registration	safety_inspect_dt	varchar(25)	Last Safety Inspection Date	Date of facility's last safety inspection by an external agency.	0
rmp_registration	safety_inspect_by	varchar(50)	Last Safety Inspection By	Agency that performed the last safety inspection of the facility.	0.09685847193016
rmp_registration	osha_ranking	char(1)	OSHA Star or Merit Ranking	Indicates whether the facility has received a Star or Merit Ranking under OSHA's Voluntary Protection Program. (optional)	0
rmp_registration	predictive_file_yn	char(1)	Predictive Filing	Indicates whether RMP submission includes regulated substances which may not actually be present at the facility at the time the RMP is submitted.	0
rmp_registration	submission_type	char(1)	Submission Type	Indicates the type of RMP submission.	0
rmp_registration	rmp_desc	varchar(50)	RMP Description	A short label for the RMP submission.	80.256165169184
rmp_registration	no_accidents_yn	char(1)	No RMP Accidents Last 5 Years	Indicates whether there have been no accidents with off-site consequences in the last five years.	0
rmp_registration	foreign_province	varchar(35)	Owner or Operator Province	The foreign province in the mailing address of the owner or operator.	99.533549990442
rmp_registration	foreign_zip	varchar(14)	Owner or Operator Foreign Zip Code	The foreign Zip code in the mailing address of the owner or operator.	99.552666794112
rmp_registration	foreign_country	char(2)	Owner or Operator Foreign Country	The country in themailing address of the owner or operator.	99.472376218696
rmp_registration	num_fte_cbi_flag	char(1)	Number of FTE CBI Flag	Indicates whether the number of full-time employees has been claimed as CBI (confidential business information) and not released by EPA.	0
rmp_registration	complete_check_dt	varchar(25)	Complete Check Date	Date on which the RMP submission was checked by EPA.	0
rmp_registration	error_report_dt	varchar(25)	Error Report Date	Date on which EPA reported apparent errors in the RMP submission to the reporting facility.	0
rmp_registration	receipt_date	varchar(25)	Receipt Date	Date on which EPA received the RMP submission from the reporting facility.	0
rmp_registration	graphics_ind	char(1)	Graphics Indicator	Indicates whether a graphics file was attached to the RMP submission.	0
rmp_registration	attachment_ind	char(1)	Attachment Indicator	Indicates whether an executive summary file was attached to the RMP submission.	0
rmp_registration	cert_rec_flag	char(1)	Certification Received Flag	Indicates whether certification statement that information in the RMP submission is correct was received.	0
rmp_registration	submit_method	varchar(50)	Submission Method	The method or program through which the RMP submission was submitted.	0.019116803670426
rmp_registration	cbi_substant_flag	char(1)	CBI Substantiation Flag	Indicates whether CBI (confidential business information) claims have been substantiated.	0
rmp_registration	elect_waiver_flag	char(1)	Electronic Waiver Flag	Indicates whether EPA waived the requirement for electronic submission and let the facility submit on paper.	0
rmp_registration	postmark_date	varchar(25)	Postmark Date	The date on which the RMP submission was postmarked.	0
rmp_registration	rmp_complete_flag	char(1)	RMP Complete Flag	Indicates whether the RMP submission appears to be complete.	0
rmp_registration	deregistration_dt	varchar(25)	Deregistration Date	The date on which this facility was deregistered from the RMP database (i.e., no longer has processes with potential off-site consequences).	0
rmp_registration	dereg_effect_dt	varchar(25)	Deregistration Effective Date	The date on which the change in processes leading to deregistration actually occured.	0
rmp_registration	anniversary_date	varchar(25)	Anniversary Date	The 5-year anniversary date after the facility's last full submission (i.e. when a new full submission is due.)	0
rmp_registration	cbi_flag	char(1)	Confidential Business Information	Indicates whether this record contained Confidential Business Information (CBI) which has been erased by EPA from the public version of the data.	0
rmp_registration	unsanitized_vers	char(1)	Unsanitized Version Provided	Indicates, for a submission that contains CBI (confidential business information), whether an unsanitized version was submitted to EPA on paper.	0
rmp_registration	version_number	varchar(15)	Software Version Number	The version number of the RMP Process software used by EPA to process the submission.	3.2587777990187
rmp_registration	frs_lat_dec	float	FRS Latitude	The latitude of the facility in decimal degrees, as taken from the Facility Registry System (FRS).	12.473077168164
rmp_registration	frs_long_dec	float	FRS Longitude	The longitude of the facility in decimal degrees, as taken from the Facility Registry System (FRS).	12.473077168164
rmp_registration	frs_ll_desc	varchar(40)	FRS Lat/Long Description	A description of the place within the facility that the lat/long point applies to, taken from the Facility Registry System (FRS).	13.426368444529
rmp_registration	frs_ll_method	varchar(60)	FRS Lat/Long Method	The method of determining the lat/long coordinates, taken from the Facility Registry System (FRS).	13.43911298031
rmp_registration	hor_measure	varchar(6)	Lat/Long Horizontal Accuracy	The accuracy (in meters) of the lat/long coordinates.	31.532530427579
rmp_registration	hor_ref	varchar(3)	Lat/Long Horizontal Reference	Indicates the reference datum used in determining latitude and longitude coordinates.	31.470082202256
rmp_registration	source_scale	varchar(10)	Lat/Long Source Map Scale	The number that represents the proportional distance on the ground for one unit of measure on a map or photo.	77.621869623399
rmp_registration	em_email	varchar(100)	Emergency Contact Email	The email address of the emergency contact.	30.077104441471
rmp_registration	prep_name	varchar(70)	RMP Preparer Name	Name of a contractor or consultant who prepared the RMP submission.	59.278659274836
rmp_registration	prep_street_1	varchar(35)	RMP Preparer Address Line 1	The first line of the mailing address of the preparer of the RMP submission.	59.290129357038
rmp_registration	prep_street_2	varchar(35)	RMP Preparer Address Line 2	The second line of the mailing address of the preparer of the RMP submisson.	89.899955394125
rmp_registration	prep_city	varchar(30)	RMP Preparer City	The city in the mailing address of the preparer of the RMP submission.	59.28885490346
rmp_registration	prep_state	char(2)	RMP Preparer State	The postal abbreviation for the state in the mailing address of the preparer of the RMP submission.	59.296501624928
rmp_registration	prep_zip	varchar(5)	RMP Preparer Zip	The Zip code in the mailing address of the preparer of the RMP submission.	59.299050532084
rmp_registration	prep_zip_ext	varchar(4)	RMP Preparer Zip Extension	The 4-digit Zip code extension in the mailing address of the preparer of the RMP submission.	91.401261709042
rmp_registration	prep_phone	varchar(10)	RMP Preparer Phone	The phone number of the contactor or consultant who prepared the RMP submission.	59.290129357038
rmp_registration	prep_foreign_state	varchar(35)	RMP Preparer Foreign State	The foreign state in the mailing address of the preparer of the RMP submission.	99.991078824954
rmp_registration	prep_country	char(2)	RMP Preparer Country	The country in the mailing address of the preparer of the RMP submission.	99.861084559995
rmp_registration	prep_foreign_zip	varchar(14)	RMP Preparer Foreign Zip	The foreign Zip code in the mailing address of the preparer of the RMP submission.	99.992353278532
rmp_registration	sub_reason	char(3)	Reason For Submission	A code indicating the reason for submission.	36.660931625566
rmp_registration	rmp_email	varchar(100)	RMP Contact Email	The Email address of the RMP contact person.	48.263556999936
rmp_registration	dereg_reason	char(2)	Deregistration Reason	A code indicating the reason for deregistration of the facility.	75.115019435417
rmp_registration	dereg_other	varchar(80)	Deregistration Reason (Other)	Text describing a non-standard reason for deregistration of the facility.	96.49015484611
rmp_registration	num_accident	int(11)	Number of RMP Accidents	The number of accident records (i.e. accidents reported within the RMP database) for this submission.	91.668896960428
rmp_registration	num_facility	int(11)	Number of Facilities	The number of facility record for this submission (will be zero if this is not the most recent submission for the facility, one otherwise).	74.094182119416
rmp_registration	num_process	int(11)	Number of Processes	The number of process records for this submission.	0
rmp_registration	num_response	int(11)	Number of Response Plan Records	The number of emergency response plan records for this submission.	0.028037978716625
rmp_registration	num_chem_real	smallint(6)	Number of Process Chemicals	The number of process chemical records with nonzero chemical IDs for this submission.	36.369081756197
rmp_registration	num_worst_tox	smallint(6)	Number of Toxic Worst-case Scenarios	The number of toxic worst-case scenario records for the submission.	12.052507487415
rmp_registration	num_alt_tox	smallint(6)	Number of Toxic Alternate Case Scenarios	The number of toxic alternate case scenario records for the submission.	13.506659019945
rmp_registration	num_worst_flam	smallint(6)	Number of Flammable Worst-case Scenarios	The number of flammable worst-case scenario records for the submission.	81.89383801695
rmp_registration	num_alt_flam	smallint(6)	Number of Flammable Alternate Case Scenarios	The number of flammable alternate case scenarios for the submission.	84.946154336328
rmp_registration	num_prev_2	smallint(6)	Number of Prevention Program 2 Records	The number of prevention program 2 records for the submission.	54.824444019627
rmp_registration	num_prev_3	smallint(6)	Number of Prevention Program 3 Records	The number of prevention program 3 records for the submission.	48.510800994074
rmp_registration	toxic_tot	double	Process Toxic Amount Total (lbs)	The total amount of toxic chemicals held within processes for the submission.	12.108583444848
rmp_registration	flam_tot	double	Process Flammable Amount Total (lbs)	The total amount of flammable chemicals held within processes for the submission.	81.933346077869
rmp_registration	quantity_tot	double	Process Amount Total (lbs)	The total amount of both toxic and flammable chemicals held within processes for the submission.	0.13764098642707
rmp_registration	acc_flam_tot	double	RMP Accident Flammable Total (lbs)	The total amount of flammable chemicals released in accidents listed in the submission.	98.418403109667
rmp_registration	acc_toxic_tot	double	RMP Accident Toxic Total (lbs)	The total amount of toxic chemicals released in accidents listed in the submission.	92.784043841203
rmp_registration	acc_quantity_tot	double	RMP Accident Amount Total (lbs)	The total amount of both toxic and flammable chemicals released in accidents listed in the submission.	91.700758299879
rmp_registration	num_deaths	int(11)	Total RMP Accident Deaths	The total number of people killed due to accidents listed in the submission.	99.760402727331
rmp_registration	num_injuries	int(11)	Total RMP Accident Injuries	The total number of people injured or hospitalized due to accidents listed in the submission.	95.273051679093
rmp_registration	num_evacuated	int(11)	Total RMP Accident Evacuated/Sheltering In Place	The total number of people evacuated or sheltering in place due to accidents listed in the submission.	98.238705155165
rmp_registration	property_damage	bigint(20)	Total RMP Accident Property Damage	The total property damage, in dollars, due to accidents listed in the submission.	97.4013891544
rmp_registration	county	varchar(60)	County	A translation of the county FIPS code for the county that the facility is located in.	0.029312432294654
rmp_registration	foreign_country_tr	varchar(50)	Country	A translation of the foreign country code.	99.472376218696
rmp_registration	num_proc_23	smallint(6)	Number of Potential Offsite Consequence Processes	The number of program 2 or 3 processes (i.e. those with potential off-site consequences) for this submission.	4.1483463964825
rmp_registration	toxic_tot_23	double	Potential Offsite Consequence Toxic Amount Total (lbs)	The total amount of toxic chemical held in Program 2 or 3 processes (i.e. with potential off-site consequences).	13.537245905818
rmp_registration	flam_tot_23	double	Potential Offsite Consequence Flammable Amount Total (lbs)	The total amount of flammable chemical held in Program 2 or 3 processes (i.e. with potential off-site consequences).	84.995858025871
rmp_registration	quantity_tot_23	double	Potential Offsite Consequence Amount Total (lbs)	The total amount of RMP chemicals held in Program 2 or 3 processes (i.e. with potential off-site consequences).	4.257949404193
rmp_registration	num_execsum_mod	smallint(6)	Number of Edited Exec Summary Lines	The number of executive summary line records after editing.	0.25743962276174
rmp_registration	execsum_type	char(1)	Exec Summary Type	The type of executive summary for this submission (i.e. whether it is good or bad).	0
rmp_registration	num_execsum	int(11)	Number of Exec Summary Records	Should always be either zero or one.	0.25743962276174
rmp_registration	num_exec_sum	int(11)	Number of Exec Summary Lines	The number of executive summary line records for this submission.	0.25743962276174
rmp_response	rmp_id	bigint(20)	RMP ID	The unique ID for each RMP submission.	0
rmp_response	community_erp_yn	char(1)	Facility In Community Plan	Indicates whether the facility is included in the community emergency response plan.	0
rmp_response	facility_erp_yn	char(1)	Facility Own Response Plan	Indicates whether the facility has its own written response plan.	0
rmp_response	erp_specific_yn	char(1)	Specific Facility Response Plan	Indicates whether facility's ER plan includes specific actions to be taken in response to accidental releases of regulated substance(s).	0
rmp_response	erp_inform_yn	char(1)	Inform. Procedures in Response Plan	Indicates whether facility's ER plan includes procedures for informing the public and local agencies responding to accidental releases.	0
rmp_response	erp_inform_hth_yn	char(1)	Emergency Care in Response Plan	Indicates whether facility's ER plan includes information on emergency health care.	0
rmp_response	erp_review_date	varchar(25)	Plan Review Date	Date of most recent review or update of the facility's emergency response plan.	0
rmp_response	erp_training_date	varchar(25)	Response Training Date	Date of the most recent emergency response training for the facility's employees.	0
rmp_response	coord_agency	varchar(250)	Local Response Agency	Local agency with which the facility's ER plan or response actions are coordinated.	0.070114605509733
rmp_response	coord_phone	varchar(10)	Local Response Agency Phone	Phone number of the local agency with which the facility's ER plan or response actions are coordinated.	0.18612240735311
rmp_response	subto_osha191038	char(1)	Subject To - OSHA EAP	Indicates whether facility is subject to OSHA Regulations at 29 CFR 1910.38 (Emergency Action Plan) emergency planning requirements.	0
rmp_response	subto_osha191020	char(1)	Subject To - OSHA HAZWOPER	Indicates whether facility is subject to OSHA Regulations at 29 CFR 1910.120 (Hazardous Waste Operations, HAZWOPER) emergency planning requirements.	0
rmp_response	subto_cwa112	char(1)	Subject To - CWA	Indicates whether facility is subject to Clean Water Act Regulations at 40 CFR 112 emergency planning requirements.	0
rmp_response	subto_rcra264	char(1)	Subject To - RCRA	Indicates whether facility is subject to RCRA Regulations at 40 CFR 264, 265, and 279.52 emergency planning requirements.	0
rmp_response	subto_opa90	char(1)	Subject To - OPA	Indicates whether facility is subject to OPA 90 Regulations at 40 CFR 112, 33 CFR 154, 49 CFR 194, or 30 CFR 254 (Oil Pollution Act) emergency planning requirements.	0
rmp_response	subto_state_epcra	char(1)	Subject To - State EPCRA	Indicates whether facility is subject to State EPCRA Rules or Laws emergency planning requirements.	0
rmp_response	subto_other	varchar(200)	Subject To - Other	Describes other emergency planning requirements that the facility is subject to.	75.300536695435
rmp_worst_flam	flammable_id	int(11)	Flammable Scenario ID	A unique ID for each flammable worst-case scenario record.	0
rmp_worst_flam	procchem_id	int(11)	Process Chemical Record ID	A unique identifier for each process chemical record.	0
rmp_worst_flam	analytical_basis	varchar(255)	Model Used	The model used, or analytical basis, for the release scenario.	0.010621348911312
rmp_worst_flam	quantity_lbs	double	Amount Released (lbs)	The amount released in the scenario, in lbs. (data not released to public by EPA)	100
rmp_worst_flam	endpoint_distance	float	Endpoint Distance (miles)	The furthest distance that the release would reach from the facility, in miles. (data not released to public by EPA)	100
rmp_worst_flam	population	varchar(9)	Population	The population living within the endpoint distance used as a radius. (data not released to public by EPA)	100
rmp_worst_flam	pr_schools	char(1)	Public Receptors - Schools	Indicates whether schools are present within the modelled endpoint distance radius. (data not released to public by EPA)	0
rmp_worst_flam	pr_residences	char(1)	Public Receptors - Residences	Indicates whether residences are present within the modelled endpoint distance radius. (data not released to public by EPA)	0
rmp_worst_flam	pr_hospitals	char(1)	Public Receptors - Hospitals	Indicates whether hospitals are present within the modelled endpoint distance radius. (data not released to public by EPA)	0
rmp_worst_flam	pr_prisons	char(1)	Public Receptors - Prisons	Indicates whether prisons are present within the modelled endpoint distance radius. (data not released to public by EPA)	0
rmp_worst_flam	pr_public_rec	char(1)	Public Receptors - Recreation Areas	Indicates whether recreation areas are present within the modelled endpoint distance radius. (data not released to public by EPA)	0
rmp_worst_flam	pr_comm_ind	char(1)	Public Receptors - Commercial	Indicates whether commercial, office, or industrial areas are present within the modelled endpoint distance radius. (data not released to public by EPA)	0
rmp_worst_flam	pr_othertype	varchar(200)	Public Receptors - Other	Description of other public receptors present within the modelled endpoint distance radius. (data not released to public by EPA)	100
rmp_worst_flam	er_natlstateparks	char(1)	Environmental Receptors - Parks	Indicates whether national or state parks are present within the modelled endpoint distance radius. (data not released to public by EPA)	0
rmp_worst_flam	er_wildlife_sanct	char(1)	Environmental Receptors - Wildlife	Indicates whether wildlife sanctuaries or preserves are present within the modelled endpoint distance radius.  (data not released to public by EPA)	0
rmp_worst_flam	er_fedwilderness	char(1)	Environmental Receptors - Wilderness	Indicates whether Federally designated wilderness areas are present within the modelled endpoint distance radius. (data not released to public by EPA)	0
rmp_worst_flam	er_othertype	varchar(200)	Environmental Receptors - Other	Description of other environmental receptors present within the modelled endpoint distance radius. (data not released to public by EPA)	100
rmp_worst_flam	pm_blastwalls	char(1)	Passive Mitigation - Blast Walls	Indicates whether blast walls as a passive mitigation measure were considered in estimating the release quantity or rate for the scenario.	0
rmp_worst_flam	pm_othertype	varchar(200)	Passive Mitigation - Other	Description of another passive mitigation measure considered in estimating the release quantity or rate for the scenario.	87.81200212427
rmp_worst_flam	ptrgraphic	varchar(12)	Graphics File	Graphics file name included with submission. (data not released to public by EPA)	100
rmp_worst_flam	cbi_flag	char(1)	Confidential Business Information	Indicates whether this record contained Confidential Business Information (CBI) which has been erased by EPA from the public version of the data.	0
rmp_worst_tox	toxic_id	int(11)	Toxic Scenario ID	A unique ID for each toxics worst case scenario record.	0
rmp_worst_tox	procchem_id	int(11)	Process Chemical Record ID	A unique identifier for each process chemical record.	0
rmp_worst_tox	percent_weight	float	Percent Weight (Within Mixture)	If the scenario involves the release of a mixture containing a regulated substance, the percentage weight of the regulated substance in the mixture.	66.506851144528
rmp_worst_tox	physical_state	char(1)	Physical State	The physical state (gas, liquid, etc.) of the chemical in the modelled vessel.	0.022703597852507
rmp_worst_tox	analytical_basis	varchar(255)	Model Used	The model used, or analytical basis, for the release scenario.	0.010684046048238
rmp_worst_tox	scenario	char(1)	Release Scenario	Indicates gas release or liquid spill. (data not released to public by EPA)	100
rmp_worst_tox	quantity_lbs	double	Amount Released (lbs)	The amount released in the scenario, in lbs. (data not released to public by EPA)	100
rmp_worst_tox	release_duration	float	Release Duration (minutes)	The number of minutes over which the modelled release takes place.	0.073452816581639
rmp_worst_tox	release_rate	float	Release Rate (lbs/minute)	The rate in lbs/minute at which the modelled release takes place. (data not released to public by EPA)	100
rmp_worst_tox	wind_speed	float	Wind Speed (meters/sec)	The wind speed in meters/second during the modelled release.	0
rmp_worst_tox	stability_class	char(1)	Atmospheric Stability Class	The atmospheric stability class during the modelled release.	0
rmp_worst_tox	topography	char(1)	Topography	Indicates whether the topography surrounding the facility is urban or rural.	0.010684046048238
rmp_worst_tox	endpoint_distance	float	Endpoint Distance (miles)	The furthest distance that the release would reach from the facility, in miles. (data not released to public by EPA)	100
rmp_worst_tox	population	varchar(9)	Population	The population living within the endpoint distance used as a radius. (data not released to public by EPA)	100
rmp_worst_tox	pr_schools	char(1)	Public Receptors - Schools	Indicates whether schools are present within the modelled endpoint distance radius. (data not released to public by EPA)	0
rmp_worst_tox	pr_residences	char(1)	Public Receptors - Residences	Indicates whether residences are present within the modelled endpoint distance radius. (data not released to public by EPA)	0
rmp_worst_tox	pr_hospitals	char(1)	Public Receptors - Hospitals	Indicates whether hospitals are present within the modelled endpoint distance radius. (data not released to public by EPA)	0
rmp_worst_tox	pr_prisons	char(1)	Public Receptors - Prisons	Indicates whether prisons are present within the modelled endpoint distance radius. (data not released to public by EPA)	0
rmp_worst_tox	pr_public_rec	char(1)	Public Receptors - Recreation Areas	Indicates whether recreation areas are present within the modelled endpoint distance radius. (data not released to public by EPA)	0
rmp_worst_tox	pr_comm_ind	char(1)	Public Receptors - Commercial	Indicates whether commercial, office, or industrial areas are present within the modelled endpoint distance radius. (data not released to public by EPA)	0
rmp_worst_tox	pr_othertype	varchar(200)	Public Receptors - Other	Description of other public receptors present within the modelled endpoint distance radius. (data not released to public by EPA)	100
rmp_worst_tox	er_natlstateparks	char(1)	Environmental Receptors - Parks	Indicates whether national or state parks are present within the modelled endpoint distance radius. (data not released to public by EPA)	0
rmp_worst_tox	er_wildlifesanct	char(1)	Environmental Receptors - Wildlife	Indicates whether wildlife sanctuaries or preserves are present within the modelled endpoint distance radius. (data not released to public by EPA)	0
rmp_worst_tox	er_fedwilderness	char(1)	Environmental Receptors - Wilderness	Indicates whether Federally designated wilderness areas are present within the modelled endpoint distance radius. (data not released to public by EPA)	0
rmp_worst_tox	er_othertype	varchar(200)	Environmental Receptors - Other	Description of other environmental receptors present within the modelled endpoint distance radius. (data not released to public by EPA)	100
rmp_worst_tox	pm_dikes	char(1)	Passive Mitigation - Dikes	Indicates whether dikes as a passive mitigation measure were considered in estimating the release quantity or rate for the scenario.	0
rmp_worst_tox	pm_enclosures	char(1)	Passive Mitigation - Enclosures	Indicates whether enclosures as a passive mitigation measure were considered in estimating the release quantity or rate for the scenario.	0
rmp_worst_tox	pm_berms	char(1)	Passive Mitigation - Berms	Indicates whether berms as a passive mitigation measure were considered in estimating the release quantity or rate for the scenario.	0
rmp_worst_tox	pm_drains	char(1)	Passive Mitigation - Drains	Indicates whether drains as a passive mitigation measure were considered in estimating the release quantity or rate for the scenario.	0
rmp_worst_tox	pm_sumps	char(1)	Passive Mitigation - Sumps	Indicates whether sumps as a passive mitigation measure were considered in estimating the release quantity or rate for the scenario.	0
rmp_worst_tox	pm_othertype	varchar(200)	Passive Mitigation - Other	Description of another passive mitigation measure considered in estimating the release quantity or rate for the scenario.	93.163546034883
rmp_worst_tox	ptrgraphic	varchar(12)	Graphics File	Graphics file name included with submission. (data not released to public by EPA)	100
rmp_worst_tox	cbi_flag	char(1)	Confidential Business Information	Indicates whether this record contained Confidential Business Information (CBI) which has been erased by EPA from the public version of the data.	0
